model,dataset,type,context_score_perturbed,context_score_original,img_old_label_old,img_new_label_old,img_old_label_new,img_new_label_new,img_old_label_ret,img_new_label_ret
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,10,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,7,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,4,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,5,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,10,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,9,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,5,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,5,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,1,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,2,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,7,5,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,1,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,5,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,4,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,7,9,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,0,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,0,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,0,0,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,1,1,1,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,4,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,9,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,5,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,5,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,7,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,9,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,6,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,8,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,7,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,5,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,5,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,5,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,4,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,4,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,4,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,8,7,1,1,0,0,0,0
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,7,7,1,1,0,0,0,0
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,7,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,10,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,7,1,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,5,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,7,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,2,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,10,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,4,5,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,2,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,8,8,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,3,3,1,1,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,9,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,0,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,5,7,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,1,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,8,1,0,0,1,0,1
qwen2_finetuned_v2,vqa,counterfactual,1,3,0,0,0,1,0,1
